Vitesse,Pluie,Accident
"[63.11981064644034, 88.25107768938301, 98.28052824217494, 111.7107648477273, 117.61041592993129]","[1, 1, 1, 1, 1]",0
"[100.2499558720789, 111.87526253718748, 108.15180299872907, 116.82273848010075, 118.89686315073392]","[1, 1, 1, 1, 1]",0
"[129.32594627032663, 122.51181689833862, 103.47081187228581, 100.82295472980131, 106.78848718424133]","[0, 0, 0, 0, 0]",0
"[127.94014815138604, 135.2815675991904, 152.22065621828165, 152.1312111689356, 171.07145978385262]","[0, 0, 0, 0, 0]",1
"[187.2841278050023, 191.7016019673341, 178.0058636314736, 196.33528434695398, 183.0486307514958]","[1, 1, 1, 1, 1]",1
"[26.88202547269163, 58.011187317293135, 85.93217814437543, 98.74582251903782, 111.19154068199487]","[0, 0, 0, 0, 0]",0
"[38.17263718337431, 69.2022127724246, 89.67236273185402, 99.72757183687038, 109.42035432626479]","[0, 0, 0, 0, 0]",0
"[25.962706305547954, 66.87640837174791, 88.06250805824833, 98.47022647243317, 117.83591316264346]","[0, 0, 0, 0, 0]",0
"[172.67380057393655, 157.9359538935589, 142.2936951872852, 133.4131643417256, 133.22037674531674]","[1, 1, 1, 1, 1]",1
"[1.910302853626633, 60.98054105774652, 86.40885056930439, 97.71471074166321, 106.23906274396394]","[0, 0, 0, 0, 0]",0
"[46.24793340784823, 72.51134098710259, 90.4776601602253, 101.36176256877464, 108.04332623296987]","[0, 0, 0, 0, 0]",0
"[116.8813976151076, 130.10001212040785, 142.83109514681604, 125.82024399774815, 123.57918800176755]","[0, 0, 0, 0, 0]",0
"[31.668782167730125, 55.66281536584114, 87.01538761244696, 97.46354024191663, 107.20506674311699]","[0, 0, 0, 0, 0]",0
"[23.196313286004155, 88.45340751692922, 91.51046523425728, 103.22546491387216, 111.39241685618494]","[1, 1, 1, 1, 1]",0
"[19.126152410611084, 45.40829707905642, 70.00403522921408, 90.00327520939467, 94.51465653271534]","[0, 0, 0, 0, 0]",0
"[47.284357929588026, 76.19375287068743, 92.87879266925525, 107.59385292524883, 100.97142424410248]","[1, 1, 1, 1, 1]",0
"[19.969743994676172, 66.93020928189918, 88.83460322183356, 98.26088702604011, 112.52092946248489]","[1, 1, 1, 1, 1]",1
"[23.956589282992002, 54.61307435215337, 86.29580172042779, 97.68960844772953, 112.78934116150361]","[1, 1, 1, 1, 1]",1
"[165.11513230612866, 173.434981652051, 184.41442842575253, 185.525875216876, 191.2450104171812]","[0, 0, 0, 0, 0]",1
"[188.82924313982272, 192.9644076614936, 184.52296721011524, 186.70707103352922, 191.28440065808607]","[0, 0, 0, 0, 0]",0
"[100.5615928145357, 110.04514093985318, 111.22446228269789, 125.90414914630499, 110.4982351168913]","[0, 0, 0, 0, 0]",0
"[106.43301644578176, 121.08353560875133, 115.79445735526362, 95.82532536057835, 95.76064047148995]","[1, 1, 1, 1, 1]",0
"[29.27391141147786, 52.694980190621344, 88.39643947886582, 92.62052394310527, 104.3554418187119]","[1, 1, 1, 1, 1]",0
"[163.3366692502157, 166.10473272808858, 160.55871925716406, 180.3982421620024, 168.31936889092003]","[0, 0, 0, 0, 0]",1
"[161.05303243561082, 171.14163723724633, 161.23581036293052, 155.471825509626, 146.3486937156328]","[0, 0, 0, 0, 0]",1
"[139.81502972738943, 133.17498136470655, 152.99538220944115, 141.24615202979774, 133.43094829349698]","[1, 1, 1, 1, 1]",1
"[130.84384079473918, 131.92965412233718, 145.68020648774092, 139.22529056082345, 146.12003642662512]","[1, 1, 1, 1, 1]",1
"[5.874079703327273, 34.06101415359961, 85.50302467374519, 102.77572407131001, 118.22172337293081]","[1, 1, 1, 1, 1]",1
"[20.935079673920875, 64.86938765405111, 87.11137220198674, 104.39669966748997, 114.25400244193398]","[0, 0, 0, 0, 0]",0
"[29.077192119276575, 81.07016252632442, 91.47778268429852, 94.73825095908342, 106.59502051019925]","[1, 1, 1, 1, 1]",0
"[178.98436633857398, 166.43115231081038, 151.83001323331578, 156.63753427254312, 165.5755038676468]","[0, 0, 0, 0, 0]",0
"[185.39556625540925, 197.9873696393852, 181.1784027110748, 180.82047672068677, 167.14494297103732]","[0, 0, 0, 0, 0]",1
"[126.89192255169814, 125.44842390153221, 120.61298486068674, 121.58374962695937, 133.3190576651544]","[0, 0, 0, 0, 0]",0
"[17.308427306431142, 84.1065868302116, 91.76414367965866, 108.22483247493318, 95.59485013728698]","[1, 1, 1, 1, 1]",0
"[53.664665697337746, 81.23089339918393, 94.42456140542446, 96.63480887114096, 100.99494085249972]","[1, 1, 1, 1, 1]",0
"[57.82386105467263, 81.19940596469502, 100.99410737528629, 113.22495050275691, 101.8286286760044]","[0, 0, 0, 0, 0]",0
"[35.305941828383716, 84.9702243890343, 102.4952397737743, 113.15678005773545, 132.50496077757677]","[0, 0, 0, 0, 0]",1
"[2.4768191674868545, 73.34147313577324, 90.33492476068133, 90.75430105230693, 104.16587421621578]","[0, 0, 0, 0, 0]",0
"[54.11383272483934, 77.95722863436393, 91.63550401189853, 110.18630887852157, 100.24397601921319]","[1, 1, 1, 1, 1]",0
"[75.09552836690632, 92.5312654448094, 102.34019505761299, 114.47435286209354, 111.97676464961246]","[1, 1, 1, 1, 1]",1
"[112.28298876304864, 119.38766429071833, 114.64767634931755, 126.67709234406647, 121.86777194705591]","[0, 0, 0, 0, 0]",0
"[7.912875606870662, 57.337237362775866, 81.925956654166, 94.05286989553403, 96.20701630422518]","[0, 0, 0, 0, 0]",0
"[141.51633087063067, 145.7420971773179, 160.50295780459948, 165.5680050651476, 155.65712937190338]","[0, 0, 0, 0, 0]",1
"[50.39150208799417, 75.46728823683037, 92.37137136580104, 101.35828249148011, 110.78093710012799]","[1, 1, 1, 1, 1]",0
"[26.441018980836372, 60.2926838853595, 89.9663967431442, 107.88927555057984, 126.50467431568018]","[1, 1, 1, 1, 1]",1
"[33.31454611609779, 56.50485743126797, 77.34161542699458, 93.76114984485574, 95.22983178225489]","[1, 1, 1, 1, 1]",0
"[194.79273733967187, 181.5684251268903, 167.87680075831298, 177.5293432459492, 187.15933519701056]","[0, 0, 0, 0, 0]",0
"[137.29809559432388, 139.70141022873025, 140.156690490394, 159.14324004704778, 146.6379009174073]","[0, 0, 0, 0, 0]",0
"[53.9933624862601, 76.98476572710376, 92.88398620104404, 112.2746677215851, 116.92827078160961]","[0, 0, 0, 0, 0]",0
"[21.89986976010374, 43.504108566768686, 72.87221827871123, 90.81442872584368, 100.25949690730808]","[0, 0, 0, 0, 0]",0
"[117.43840499763596, 105.43193972063588, 114.78228501754575, 134.23884795973322, 153.9526625264243]","[0, 0, 0, 0, 0]",0
"[143.5607623933266, 144.16600400742885, 124.86643758161668, 127.77229540696538, 130.1943081735318]","[0, 0, 0, 0, 0]",1
"[27.694844010825648, 87.75606052410966, 94.39651615448105, 95.41394007349692, 90.3714765572297]","[1, 1, 1, 1, 1]",1
"[97.99609905421687, 92.75815795536646, 100.53001141685192, 116.49411942000272, 111.54443047045673]","[1, 1, 1, 1, 1]",0
"[36.17556075596289, 68.50916421330575, 89.5735521204572, 103.30178193357065, 122.60141826561463]","[0, 0, 0, 0, 0]",0
"[123.7695753583132, 138.37057041473875, 136.69652175497058, 126.73180670102478, 120.35975001889082]","[1, 1, 1, 1, 1]",1
"[106.12448186468204, 125.65146728544713, 113.16684155534352, 106.82322622889697, 94.15690125688494]","[1, 1, 1, 1, 1]",0
"[26.25953193983792, 67.35609119572081, 89.9417435359387, 93.7069448765466, 103.13143958683415]","[1, 1, 1, 1, 1]",0
"[187.9696774345807, 181.30350721164737, 172.9989597289051, 183.52331721160334, 168.95070875458765]","[1, 1, 1, 1, 1]",1
"[123.8465420997594, 140.7404053018695, 152.57212088470598, 169.97831623273103, 164.7093502866678]","[0, 0, 0, 0, 0]",0
"[16.894432427330287, 40.24735522989446, 72.49103279622298, 91.21709859589953, 91.70187331424242]","[0, 0, 0, 0, 0]",0
"[66.62387885536718, 88.39544785799377, 91.04456864585441, 98.5509296699173, 98.80259681905504]","[0, 0, 0, 0, 0]",0
"[110.01482378855843, 99.17248418201788, 106.76201890289657, 106.83215923169485, 97.93065382814333]","[1, 1, 1, 1, 1]",0
"[80.61666505764333, 98.90393111773467, 95.03776963494109, 100.14975266552032, 115.18617972163878]","[1, 1, 1, 1, 1]",0
"[56.57917637978027, 89.33079553079851, 96.29738303826504, 112.89115124874442, 100.5298483246212]","[0, 0, 0, 0, 0]",0
"[6.863068167899411, 69.24911817856824, 89.27471889869946, 105.82727289923086, 92.75043230817536]","[0, 0, 0, 0, 0]",0
"[108.89035491090529, 127.14009171683877, 142.68174121868643, 154.33105390917524, 159.55889579310977]","[1, 1, 1, 1, 1]",1
"[19.949390808330737, 68.39682602727258, 89.25830649182964, 102.47184196425573, 90.60912209723409]","[0, 0, 0, 0, 0]",0
"[38.791182067009245, 67.61376971284028, 89.0723814803573, 91.13711281383621, 98.09735676761507]","[0, 0, 0, 0, 0]",0
"[185.90048386929823, 181.46102053717846, 167.72025471455697, 161.82003199677928, 150.70372028100456]","[0, 0, 0, 0, 0]",0
"[50.43833212719513, 84.60789401028735, 95.79030654417784, 96.46816208484998, 105.05041217352507]","[0, 0, 0, 0, 0]",0
"[0.9382131575211616, 39.91898580856007, 68.95082218159484, 89.32172726161157, 93.3295723792655]","[1, 1, 1, 1, 1]",1
"[107.12158400025177, 126.42450102013906, 140.1040372777265, 140.658894726038, 123.16583653998224]","[0, 0, 0, 0, 0]",0
"[146.82237499442243, 132.80141761324037, 136.15862400919914, 145.35315945278455, 127.88431740361912]","[1, 1, 1, 1, 1]",1
"[10.407317671322879, 64.18068070956446, 84.27959883003722, 91.06464766485752, 108.16035396495032]","[1, 1, 1, 1, 1]",1
"[42.31587730491597, 64.42127621237478, 89.25816781612001, 108.97726446142715, 101.01991866202796]","[1, 1, 1, 1, 1]",1
"[185.32739810583197, 165.70965365240144, 157.34150553768063, 142.89622555942472, 161.56501953639213]","[1, 1, 1, 1, 1]",1
"[49.751060421730806, 70.27001764625612, 90.00425362578315, 98.87051197014836, 116.30601988847702]","[1, 1, 1, 1, 1]",0
"[82.27606607701973, 94.47095073763046, 96.78656747032777, 101.76489890267916, 92.15966079709571]","[1, 1, 1, 1, 1]",1
"[15.645352696132697, 86.42697676493061, 93.76031276377276, 92.77124006872266, 96.53662023973027]","[1, 1, 1, 1, 1]",0
"[141.58392197524597, 144.98278243101726, 157.7910322240566, 161.60970602767622, 180.66348610801128]","[0, 0, 0, 0, 0]",1
"[80.59456633061077, 99.16822593788173, 96.98423097172726, 97.71026263745348, 111.13536259796174]","[0, 0, 0, 0, 0]",0
"[84.33250533485747, 91.31918431609317, 90.47328173082114, 95.20053464015665, 101.9247997535609]","[1, 1, 1, 1, 1]",1
"[32.57359507187931, 86.27921698785927, 101.4376223645285, 96.0749663795345, 109.38074714868317]","[1, 1, 1, 1, 1]",1
"[152.6740826897791, 164.9726080801204, 158.5836410381581, 175.07097240808923, 174.05643464220051]","[1, 1, 1, 1, 1]",1
"[65.73529991186366, 88.69561716188056, 106.15259889561645, 121.12000304553402, 120.74095520758394]","[1, 1, 1, 1, 1]",0
"[31.68833937610327, 86.93814663210162, 95.81602766384319, 107.28601711705838, 105.79969695776921]","[0, 0, 0, 0, 0]",0
"[81.11282766017732, 96.3240139802883, 100.06159977792089, 100.57125157258587, 113.68963545419987]","[0, 0, 0, 0, 0]",0
"[45.02036399395373, 70.41752069086888, 90.0563564884018, 91.8331622662225, 94.87700040897782]","[0, 0, 0, 0, 0]",0
"[145.7474375376558, 132.40262981767702, 125.45315126059137, 114.66302570091537, 128.99839963572657]","[1, 1, 1, 1, 1]",1
"[78.3386231502996, 93.05239629661041, 112.92750106666303, 117.7590623728762, 105.77455546325436]","[1, 1, 1, 1, 1]",1
"[66.98964542948683, 89.63293520826544, 107.2118371461815, 114.11054196219271, 102.20008507620454]","[1, 1, 1, 1, 1]",1
"[126.12001978617964, 120.90265566837115, 117.67988141648824, 113.47782406886515, 112.34895078373889]","[0, 0, 0, 0, 0]",0
"[85.12310858173915, 93.73622718943899, 99.47109123779707, 104.47745941049469, 96.36481984417128]","[0, 0, 0, 0, 0]",0
"[19.48677624434223, 80.1520538735798, 91.91586430696742, 111.04706512204771, 128.48341931108558]","[0, 0, 0, 0, 0]",0
"[183.4994292436241, 193.89866457171877, 197.42004693772503, 189.1143021969959, 199.4102603145058]","[0, 0, 0, 0, 0]",1
"[96.57185588231603, 100.88805643061329, 99.12904301751944, 113.03067676198525, 107.36677396303168]","[0, 0, 0, 0, 0]",0
"[27.68834331398786, 76.34888382931487, 92.66346514560364, 92.90482680395174, 107.62996165618435]","[1, 1, 1, 1, 1]",0
"[24.559447900840148, 81.19677134671257, 95.87548080019636, 98.64228946491426, 92.77830182941766]","[1, 1, 1, 1, 1]",0
"[186.9164708688767, 193.68202280001344, 185.66232317157684, 166.85162325766427, 162.57439045602996]","[0, 0, 0, 0, 0]",0
"[156.00054977906584, 136.90795288211694, 149.4446226875058, 131.58977967720136, 127.74745711456251]","[0, 0, 0, 0, 0]",0
"[60.22043697634767, 81.65647466428437, 96.6527359140783, 104.41706474114763, 115.82653992929781]","[1, 1, 1, 1, 1]",0
"[74.66908409084772, 93.09329791024916, 94.69721017830625, 108.96682896833283, 112.54617620644096]","[1, 1, 1, 1, 1]",0
"[105.06101210634995, 113.62918224508883, 127.1309679900691, 120.10490388993794, 118.37971909787302]","[0, 0, 0, 0, 0]",0
"[135.000876067413, 146.32368107760834, 130.86919950075142, 124.16422498405382, 143.23658865950824]","[1, 1, 1, 1, 1]",1
"[197.47856600933795, 183.29474075507025, 196.72713834763408, 182.57670529272679, 193.06140907113948]","[1, 1, 1, 1, 1]",1
"[121.55945338639003, 140.25301996345632, 135.2503518250929, 126.5840440505942, 115.97841541313375]","[0, 0, 0, 0, 0]",0
"[128.43268218785636, 115.72960881905809, 102.22959238401441, 99.61578625569119, 117.2892092143797]","[1, 1, 1, 1, 1]",1
"[128.8795665603302, 124.49618298672263, 118.82020425560563, 101.10834101238308, 104.7651979515737]","[1, 1, 1, 1, 1]",1
"[147.79573440411306, 156.05644598478068, 158.44659501163952, 166.8196065277258, 186.11424200060992]","[1, 1, 1, 1, 1]",1
"[176.26991438216558, 161.84444953692685, 168.30766846379936, 167.67663792244593, 150.89265017982586]","[0, 0, 0, 0, 0]",1
"[173.04747067725143, 176.80000488241333, 196.09885512716582, 199.57093949367015, 191.40575148756176]","[1, 1, 1, 1, 1]",1
"[176.54458439919878, 185.19195939250432, 181.41283262155818, 182.4598360588395, 186.21528425719075]","[1, 1, 1, 1, 1]",1
"[61.96107302012346, 84.55382845774663, 100.83180988747128, 113.6780481690799, 111.87356272152464]","[0, 0, 0, 0, 0]",0
"[112.99253642401706, 108.8666486778653, 99.8711864290283, 116.71922983340644, 130.95733049540604]","[1, 1, 1, 1, 1]",1
"[112.54528531789552, 92.85499228102196, 93.10571970908119, 108.83012356134894, 108.30216971532303]","[1, 1, 1, 1, 1]",0
"[102.89536462773454, 97.51982731998277, 93.80001815010141, 107.94633483834511, 122.70995473401044]","[1, 1, 1, 1, 1]",1
"[74.60149699613132, 93.01786977873547, 104.44095555128808, 114.21718479809081, 94.99787584729569]","[0, 0, 0, 0, 0]",0
"[175.19987834470095, 192.07793067341794, 192.0574417528479, 176.0213050855177, 192.9789615046579]","[0, 0, 0, 0, 0]",1
"[187.29684295006135, 186.18169063296327, 192.28543185785074, 194.6647092859454, 190.8024816066767]","[0, 0, 0, 0, 0]",0
"[20.844221379272643, 72.46068787538675, 90.01641390562594, 91.22062056326665, 105.96881973275666]","[1, 1, 1, 1, 1]",1
"[104.43880664541561, 114.71911424664515, 101.20588062064733, 112.29867891094167, 102.19907949733025]","[1, 1, 1, 1, 1]",0
"[79.30120946942503, 97.13173134655642, 99.51738132100813, 98.59900644924338, 91.1597330339116]","[1, 1, 1, 1, 1]",1
"[22.647879196446375, 73.2298681360047, 91.67983776219019, 94.45976270574475, 103.29181523363725]","[0, 0, 0, 0, 0]",0
"[14.011111977516165, 66.65892103489148, 86.88414137661107, 97.07302971782589, 101.18181798663454]","[0, 0, 0, 0, 0]",0
"[111.29334859940727, 110.09653642469837, 108.16475045541763, 119.10541669485188, 104.22241949751606]","[0, 0, 0, 0, 0]",0
"[120.71733958695825, 110.24710094065924, 113.0550301749843, 101.02110500300694, 109.59567388318139]","[0, 0, 0, 0, 0]",0
"[112.37345285851738, 98.38025692888463, 116.36665205027595, 116.36471619632887, 118.0269941066456]","[1, 1, 1, 1, 1]",0
"[55.597522768342, 84.77447884104032, 96.17809663819614, 108.74600248143364, 90.25527726617989]","[1, 1, 1, 1, 1]",1
"[146.7692524507409, 133.2329250698867, 143.51469209006507, 146.14363925113508, 133.46659522296787]","[1, 1, 1, 1, 1]",1
"[24.7461147061925, 61.10209949916358, 85.1125078563973, 94.09267449449503, 109.06010423416186]","[0, 0, 0, 0, 0]",0
"[89.25629135791814, 97.63914623707508, 94.57845982171655, 109.80873370129774, 99.51489837188521]","[0, 0, 0, 0, 0]",0
"[87.01826523063552, 104.0103935028268, 122.08630453294802, 118.30247827005448, 126.45939281619434]","[1, 1, 1, 1, 1]",0
"[41.831464404773655, 65.08887732087791, 85.39638317345472, 99.98894068436843, 98.25479935595283]","[0, 0, 0, 0, 0]",0
"[133.5221240997828, 133.03800372948612, 123.94343851103307, 123.43738525568807, 126.21756530994105]","[1, 1, 1, 1, 1]",1
"[32.65656713171532, 79.2856742507863, 99.05040060780091, 108.39321737785725, 119.33399044015982]","[1, 1, 1, 1, 1]",1
"[154.47167472341798, 145.53359274226145, 153.52508988023243, 153.93468581463225, 159.77471941256385]","[1, 1, 1, 1, 1]",1
"[134.55851234863758, 125.29667889027505, 144.57534518602506, 143.63987614652993, 136.04120331476784]","[1, 1, 1, 1, 1]",1
"[108.05025296643187, 97.44732783920459, 111.71781718962637, 99.79527368911151, 103.90930371718612]","[0, 0, 0, 0, 0]",0
"[31.813026099419762, 60.40987611566414, 86.56182103657233, 98.60835585380948, 109.9712770313297]","[1, 1, 1, 1, 1]",1
"[195.35486080627902, 180.04496093917973, 168.44677470098873, 154.80766509493256, 137.90525338072402]","[0, 0, 0, 0, 0]",0
"[139.65240540804763, 148.09057056439062, 163.1363019927536, 165.36412599064792, 154.69740839050286]","[0, 0, 0, 0, 0]",1
"[75.94085576511624, 93.55518507191667, 101.03712093514358, 110.81222915194171, 96.23753206620046]","[0, 0, 0, 0, 0]",0
"[4.842276275979507, 41.659989197472626, 80.62656345983841, 96.82931650075116, 107.3644329715562]","[1, 1, 1, 1, 1]",1
"[165.56783422489886, 171.45211918881904, 182.3048885967429, 169.7206835505301, 179.70981159750056]","[1, 1, 1, 1, 1]",1
"[112.3509050827462, 107.46452701795818, 118.35469698366748, 105.73527474538487, 91.16812352547736]","[0, 0, 0, 0, 0]",0
"[125.58624291927816, 108.161910629476, 125.96614231763752, 106.97000213363305, 112.02402037337367]","[1, 1, 1, 1, 1]",0
"[121.54254431032543, 135.8055891993476, 154.93809203485014, 165.87392034853502, 185.67886041496982]","[0, 0, 0, 0, 0]",0
"[128.00871346886623, 111.22855914037567, 94.31653105895042, 97.79433458688084, 99.71411380565081]","[0, 0, 0, 0, 0]",0
"[190.63937655906017, 173.98811045153533, 169.52638604618198, 156.66273952723785, 169.8804118907767]","[1, 1, 1, 1, 1]",1
"[4.964089860419008, 32.543915887245745, 61.3115663770199, 83.40729417569943, 100.30034828453184]","[1, 1, 1, 1, 1]",0
"[176.32569098041665, 183.47873332174288, 188.15473786216998, 181.53725992797388, 166.0784032457248]","[0, 0, 0, 0, 0]",0
"[84.90210478490053, 98.32964575868262, 109.64120298874825, 91.82205647378572, 108.22974194194371]","[0, 0, 0, 0, 0]",0
"[134.5157877006717, 140.2095390222298, 144.6468131997815, 150.83901009288897, 169.32124120249782]","[1, 1, 1, 1, 1]",0
"[153.2819574112034, 137.9627157823478, 119.26282833549251, 120.3484271395905, 130.2199240664125]","[0, 0, 0, 0, 0]",1
"[26.908614349728644, 54.606573156036745, 76.40747059514231, 90.82921186968761, 95.90763183093327]","[1, 1, 1, 1, 1]",0
"[167.6779488464643, 171.99327664750055, 154.48148546079344, 142.68448874029312, 154.07740953365192]","[1, 1, 1, 1, 1]",1
"[151.578330750815, 168.49839743156394, 181.64476578684247, 197.43322727375568, 189.72378410748448]","[1, 1, 1, 1, 1]",1
"[80.54886051199088, 92.49929498115347, 93.66349816014417, 110.32830008324908, 120.89714628089311]","[0, 0, 0, 0, 0]",0
